,Label,Object1,Object2,Object3,Object4,Action,Acteur
2684,living room,317,431,57,127,1117,1663
2685,living room,360,431,485,131,1337,1651
2686,living room,85,431,57,467,1386,1651
2687,living room,846,181,273,431,1108,1665
2688,living room,485,462,360,100,1117,1665
2689,living room,431,393,57,131,1386,1651
2690,living room,71,360,91,401,1329,1651
2691,living room,100,846,360,462,1108,1663
2692,living room,467,485,431,466,1094,1663
2693,living room,846,360,177,317,1423,1665
2694,living room,393,100,466,127,1117,1665
2695,living room,90,335,183,401,1335,1665
2696,living room,90,335,846,131,1117,1763
2697,living room,360,317,91,431,1096,1665
2698,living room,462,91,90,133,1386,1665
2699,living room,317,431,71,133,1108,1763
2700,mosque,116,472,333,312,1150,1678
2701,mosque,90,181,49,150,1415,1678
2702,mosque,472,116,388,271,1141,1678
2703,mosque,276,333,228,85,1143,1678
2704,mosque,402,480,409,271,1262,1678
2705,mosque,485,58,271,205,1267,1678
2706,mosque,205,150,58,312,1150,1678
2707,mosque,402,276,409,312,1415,1678
2708,mosque,205,58,480,181,1343,1678
2709,mosque,85,472,485,480,1141,1678
2710,mosque,312,85,116,276,1150,1678
2711,mosque,90,116,181,58,1415,1678
2712,mosque,116,312,181,402,1141,1678
2713,mosque,480,205,181,472,1262,1678
2714,mosque,485,90,276,241,1150,1678
2715,mosque,181,312,485,58,1143,1678
2716,mosque,312,409,485,49,1148,1678
2717,mosque,388,205,58,271,1141,1678
2718,mosque,388,276,116,241,1141,1678
2719,mosque,312,150,116,271,1150,1678
2720,mosque,49,85,205,402,1267,1678
2721,mosque,388,472,150,58,1148,1678
2722,mosque,472,150,49,85,1343,1678
2723,mosque,150,228,205,388,1267,1678
2724,mosque,388,402,228,472,1143,1678
2725,mosque,150,116,205,402,1415,1678
2726,mosque,402,116,90,58,1162,1678
2727,mosque,241,58,472,116,1143,1678
2728,mosque,85,409,116,241,1148,1678
2729,mosque,271,150,472,480,1162,1678
2730,mosque,312,150,409,181,1143,1678
2731,mosque,388,333,402,485,1343,1678
2732,mosque,58,49,276,402,1162,1678
2733,mosque,276,409,241,480,1415,1678
2734,mosque,116,228,276,402,1162,1678
2735,mosque,150,205,480,485,1150,1678
2736,mosque,276,181,205,49,1162,1678
2737,mosque,271,472,333,58,1150,1678
2738,mosque,90,271,472,85,1262,1678
2739,mosque,205,116,388,90,1162,1678
2740,mosque,241,228,181,402,1162,1678
2741,mosque,485,480,276,150,1262,1678
2742,mosque,388,58,472,271,1415,1678
2743,mosque,116,271,333,49,1267,1678
2744,mosque,116,472,402,409,1162,1678
2745,mosque,205,58,402,485,1267,1678
2746,mosque,85,150,333,409,1162,1678
2747,mosque,409,116,241,90,1376,1678
2748,mosque,485,116,312,402,1148,1678
2749,mosque,150,485,333,85,1141,1678
2750,mosque,49,409,116,90,1415,1678
2751,mosque,228,85,276,480,1267,1678
2752,mosque,116,58,276,402,1148,1678
2753,mosque,58,312,228,116,1267,1678
2754,mosque,276,241,90,312,1150,1678
2755,mosque,271,181,58,90,1141,1678
2756,mosque,241,333,205,150,1162,1678
2757,mosque,150,485,333,271,1415,1678
2758,mosque,271,90,333,181,1267,1678
2759,mosque,241,276,271,480,1150,1678
2760,mosque,388,312,241,49,1376,1678
2761,mosque,333,271,480,241,1415,1678
2762,mosque,333,205,480,485,1150,1678
2763,mosque,333,58,402,409,1150,1678
2764,mosque,228,472,150,271,1415,1678
2765,mosque,49,85,485,58,1148,1678
2766,mosque,271,150,58,485,1141,1678
2767,mosque,241,276,49,181,1148,1678
2768,mosque,150,480,388,276,1141,1678
2769,mosque,276,480,241,205,1141,1678
2770,mosque,49,472,312,116,1148,1678
2771,mosque,181,116,472,85,1376,1678
2772,mosque,402,485,90,480,1343,1678
2773,mosque,402,312,49,205,1343,1678
2774,mosque,388,312,49,205,1376,1678
2775,mosque,241,312,150,49,1262,1678
2776,mosque,312,485,228,271,1343,1678
2777,mosque,116,402,409,58,1267,1678
2778,mosque,485,312,276,49,1262,1678
2779,mosque,333,205,150,228,1148,1678
2780,mosque,58,485,90,271,1343,1678
2781,mosque,276,472,312,271,1162,1678
2782,mosque,58,480,241,228,1143,1678
2783,mosque,205,271,58,480,1267,1678
2784,mosque,480,402,205,150,1376,1678
2785,mosque,333,312,150,271,1150,1678
2786,mosque,271,333,85,90,1262,1678
2787,mosque,312,58,402,181,1376,1678
2788,mosque,333,276,116,49,1150,1678
2789,mosque,228,85,90,388,1162,1678
2790,mosque,49,402,333,271,1150,1678
2791,mosque,205,485,472,333,1162,1678
2792,mosque,409,49,241,312,1150,1678
2793,mosque,276,472,228,409,1162,1678
2794,mosque,472,333,228,312,1148,1678
2795,mosque,58,116,228,90,1262,1678
2796,mosque,388,480,181,85,1148,1678
2797,mosque,480,85,181,241,1162,1678
2798,mosque,388,116,49,85,1343,1678
2799,mosque,181,276,241,480,1148,1678
2800,Office,150,314,423,301,1415,1765
2801,Office,49,301,280,423,1267,1687
2802,Office,423,181,1567,111,1415,1683
2803,Office,485,49,121,140,1420,1687
2804,Office,141,111,91,485,1415,1684
2805,Office,49,91,301,111,1171,1683
2806,Office,236,141,1567,140,1422,1685
2807,Office,485,280,111,181,1422,1683
2808,Office,91,301,314,140,1166,1683
2809,Office,280,111,181,150,1404,1685
2810,Office,301,150,236,181,1423,1765
2811,Office,141,181,485,49,1423,1765
2812,Office,301,485,49,314,1267,1687
2813,Office,236,121,181,338,1173,1687
2814,Office,111,141,49,236,1420,1684
2815,Office,121,423,91,181,1420,1683
2816,Office,280,338,150,140,1420,1683
2817,Office,150,181,91,280,1171,1683
2818,Office,1567,301,140,111,1173,1765
2819,Office,121,301,338,280,1267,1765
2820,Office,111,121,49,141,1267,1685
2821,Office,49,140,423,485,1415,1687
2822,Office,140,141,150,49,1422,1684
2823,Office,1567,140,423,141,1420,1683
2824,Office,150,140,141,121,1415,1685
2825,Office,236,280,338,485,1171,1687
2826,Office,314,150,485,111,1420,1683
2827,Office,485,49,301,181,1415,1765
2828,Office,280,181,338,301,1166,1684
2829,Office,236,423,301,141,1415,1765
2830,Office,485,141,121,301,1171,1683
2831,Office,111,280,423,314,1415,1765
2832,Office,141,338,49,301,1423,1765
2833,Office,314,150,111,141,1173,1685
2834,Office,301,91,280,338,1267,1684
2835,Office,280,181,236,91,1420,1683
2836,Office,181,301,121,49,1166,1687
2837,Office,301,49,140,111,1423,1685
2838,Office,485,423,236,181,1420,1687
2839,Office,121,301,141,280,1422,1765
2840,Office,314,485,280,150,1423,1684
2841,Office,280,314,49,423,1422,1687
2842,Office,91,301,49,280,1267,1765
2843,Office,423,49,111,1567,1415,1687
2844,Office,181,236,423,49,1267,1687
2845,Office,91,141,301,140,1173,1765
2846,Office,140,236,314,280,1404,1684
2847,Office,236,280,121,111,1404,1765
2848,Office,338,111,150,423,1171,1683
2849,Office,280,1567,301,49,1166,1685
2850,Office,150,181,121,1567,1404,1685
2851,Office,111,338,236,140,1423,1683
2852,Office,301,1567,314,280,1422,1685
2853,Office,150,485,338,280,1415,1684
2854,Office,280,314,485,338,1415,1687
2855,Office,314,49,91,150,1420,1684
2856,Office,150,485,1567,338,1404,1765
2857,Office,338,314,141,1567,1404,1765
2858,Office,314,485,111,338,1423,1765
2859,Office,236,49,111,485,1420,1687
2860,Office,91,49,301,141,1173,1683
2861,Office,150,111,314,91,1420,1687
2862,Office,280,141,423,140,1404,1685
2863,Office,236,141,280,121,1267,1685
2864,Office,280,423,141,338,1422,1683
2865,Office,91,280,314,1567,1415,1765
2866,Office,301,150,121,111,1422,1687
2867,Office,91,141,121,150,1420,1765
2868,Office,140,91,49,314,1173,1687
2869,Office,1567,121,236,301,1423,1683
2870,Office,236,140,301,280,1422,1683
2871,Office,141,423,121,338,1415,1687
2872,Office,140,280,49,121,1404,1683
2873,Office,1567,280,181,121,1422,1684
2874,Office,314,280,301,423,1267,1685
2875,Office,338,49,181,423,1422,1687
2876,Office,314,485,301,140,1166,1683
2877,Office,49,150,121,301,1173,1685
2878,Office,423,49,181,1567,1171,1684
2879,Office,49,485,236,91,1171,1765
2880,Office,236,111,181,141,1422,1684
2881,Office,301,314,140,181,1415,1683
2882,Office,121,140,423,49,1166,1685
2883,Office,181,141,236,314,1166,1684
2884,Office,280,1567,236,181,1420,1687
2885,Office,280,141,236,150,1423,1684
2886,Office,236,121,49,140,1420,1765
2887,Office,338,181,423,141,1173,1685
2888,Office,150,140,121,1567,1423,1683
2889,Office,314,301,280,423,1420,1684
2890,Office,121,485,140,181,1423,1687
2891,Office,236,280,301,338,1166,1687
2892,Office,111,91,141,280,1420,1685
2893,Office,49,314,1567,236,1423,1687
2894,Office,150,338,1567,121,1420,1685
2895,Office,181,141,111,150,1423,1687
2896,Office,1567,121,181,141,1173,1684
2897,Office,1567,485,301,423,1420,1684
2898,Office,150,121,423,140,1423,1684
2899,Office,338,301,1567,121,1171,1685
2900,RESTAURANT ,193,91,425,360,1343,1699
2901,RESTAURANT ,91,472,187,186,1376,1694
2902,RESTAURANT ,404,91,425,187,1404,1694
2903,RESTAURANT ,360,187,193,91,1376,1694
2904,RESTAURANT ,425,144,187,404,1343,1694
2905,RESTAURANT ,144,425,186,193,1416,1769
2906,RESTAURANT ,360,144,404,91,1387,1701
2907,RESTAURANT ,186,187,91,360,1386,1699
2908,RESTAURANT ,472,186,193,360,1416,1701
2909,RESTAURANT ,404,425,186,360,1415,1694
2910,RESTAURANT ,144,404,186,187,1345,1769
2911,RESTAURANT ,193,360,404,144,1387,1699
2912,RESTAURANT ,144,472,360,187,1361,1701
2913,RESTAURANT ,425,404,186,472,1420,1694
2914,RESTAURANT ,91,472,425,144,1420,1769
2915,RESTAURANT ,91,186,404,472,1343,1701
2916,RESTAURANT ,425,186,193,360,1420,1699
2917,RESTAURANT ,360,472,404,144,1376,1699
2918,RESTAURANT ,472,186,425,187,1404,1699
2919,RESTAURANT ,144,425,360,472,1404,1701
2920,RESTAURANT ,425,144,91,186,1343,1769
2921,RESTAURANT ,187,472,91,404,1345,1699
2922,RESTAURANT ,404,186,425,187,1420,1699
2923,RESTAURANT ,404,472,425,144,1361,1769
2924,RESTAURANT ,425,193,144,404,1345,1694
2925,RESTAURANT ,187,472,360,91,1376,1694
2926,RESTAURANT ,472,144,193,425,1183,1699
2927,RESTAURANT ,360,144,472,425,1343,1769
2928,RESTAURANT ,472,425,193,360,1387,1699
2929,RESTAURANT ,144,360,91,472,1415,1769
2930,RESTAURANT ,144,472,186,360,1420,1769
2931,RESTAURANT ,144,472,91,404,1376,1769
2932,RESTAURANT ,193,187,91,186,1386,1699
2933,RESTAURANT ,404,193,472,187,1415,1694
2934,RESTAURANT ,425,144,187,186,1416,1769
2935,RESTAURANT ,193,472,404,91,1343,1701
2936,RESTAURANT ,144,425,91,187,1415,1699
2937,RESTAURANT ,472,193,91,186,1404,1699
2938,RESTAURANT ,144,472,193,425,1416,1701
2939,RESTAURANT ,91,193,144,360,1420,1769
2940,RESTAURANT ,425,472,186,91,1361,1694
2941,RESTAURANT ,193,360,404,186,1404,1769
2942,RESTAURANT ,193,404,425,187,1387,1699
2943,RESTAURANT ,404,144,360,187,1420,1701
2944,RESTAURANT ,472,186,360,91,1415,1694
2945,RESTAURANT ,360,144,91,186,1416,1701
2946,RESTAURANT ,193,144,404,360,1376,1701
2947,RESTAURANT ,404,360,144,91,1420,1769
2948,RESTAURANT ,472,193,186,404,1387,1701
2949,RESTAURANT ,360,144,186,91,1415,1699
2950,RESTAURANT ,91,193,360,425,1361,1694
2951,RESTAURANT ,186,472,360,425,1183,1699
2952,RESTAURANT ,404,360,144,193,1404,1699
2953,RESTAURANT ,360,404,91,144,1415,1701
2954,RESTAURANT ,193,186,404,472,1345,1701
2955,RESTAURANT ,425,91,187,186,1404,1699
2956,RESTAURANT ,472,404,144,186,1343,1769
2957,RESTAURANT ,187,144,425,193,1386,1699
2958,RESTAURANT ,360,186,425,193,1386,1694
2959,RESTAURANT ,186,472,144,187,1416,1701
2960,RESTAURANT ,186,91,404,193,1386,1769
2961,RESTAURANT ,360,425,186,404,1404,1769
2962,RESTAURANT ,425,193,91,404,1404,1694
2963,RESTAURANT ,187,425,186,404,1183,1701
2964,RESTAURANT ,186,425,404,193,1376,1699
2965,RESTAURANT ,193,472,360,144,1345,1701
2966,RESTAURANT ,425,187,404,186,1361,1699
2967,RESTAURANT ,193,186,144,91,1404,1694
2968,RESTAURANT ,404,186,472,144,1376,1769
2969,RESTAURANT ,144,404,91,360,1387,1694
2970,RESTAURANT ,425,193,187,360,1415,1769
2971,RESTAURANT ,186,472,425,91,1376,1699
2972,RESTAURANT ,472,186,144,425,1404,1699
2973,RESTAURANT ,187,144,193,360,1361,1699
2974,RESTAURANT ,193,425,91,360,1386,1701
2975,RESTAURANT ,404,425,193,187,1415,1694
2976,RESTAURANT ,425,144,404,186,1345,1769
2977,RESTAURANT ,425,187,472,91,1376,1769
2978,RESTAURANT ,193,425,360,91,1387,1699
2979,RESTAURANT ,193,472,187,360,1420,1701
2980,RESTAURANT ,360,193,472,425,1386,1769
2981,RESTAURANT ,425,186,360,193,1387,1701
2982,RESTAURANT ,144,91,404,187,1420,1694
2983,RESTAURANT ,193,472,425,144,1343,1701
2984,RESTAURANT ,187,425,193,360,1345,1699
2985,RESTAURANT ,187,472,193,91,1420,1699
2986,RESTAURANT ,193,425,472,91,1361,1769
2987,RESTAURANT ,425,193,186,144,1345,1699
2988,RESTAURANT ,425,193,360,91,1376,1769
2989,RESTAURANT ,425,472,144,193,1420,1694
2990,RESTAURANT ,187,193,425,404,1361,1699
2991,RESTAURANT ,144,360,186,425,1345,1769
2992,RESTAURANT ,404,187,360,144,1416,1694
2993,RESTAURANT ,144,187,91,193,1415,1694
2994,RESTAURANT ,186,472,425,193,1386,1694
2995,RESTAURANT ,425,472,91,404,1415,1701
2996,RESTAURANT ,91,425,193,404,1361,1694
2997,RESTAURANT ,193,404,91,425,1361,1701
2998,RESTAURANT ,404,186,425,187,1183,1694
2999,RESTAURANT ,404,425,91,360,1415,1769
3000,stadium football,370,405,325,33,1236,1723
3001,stadium football,397,370,209,325,1229,1765
3002,stadium football,370,33,325,405,1370,1723
3003,stadium football,33,405,407,325,1352,1723
3004,stadium football,370,33,397,209,1236,1723
3005,stadium football,407,209,405,371,1229,1723
3006,stadium football,407,33,397,370,1370,1723
3007,stadium football,407,405,397,33,1422,1723
3008,stadium football,371,407,325,33,1233,1765
3009,stadium football,371,405,325,33,1409,1765
3010,stadium football,405,325,407,370,1233,1765
3011,stadium football,209,405,371,33,1233,1723
3012,stadium football,370,405,209,33,1422,1723
3013,stadium football,397,370,371,209,1264,1765
3014,stadium football,370,209,407,405,1236,1765
3015,stadium football,370,397,209,33,1409,1723
3016,stadium football,370,209,405,407,1366,1723
3017,stadium football,325,209,405,407,1233,1765
3018,stadium football,371,33,397,209,1229,1765
3019,stadium football,397,325,405,370,1379,1723
3020,stadium football,33,370,407,325,1370,1723
3021,stadium football,407,405,370,371,1409,1765
3022,stadium football,325,33,407,209,1236,1765
3023,stadium football,370,397,209,325,1422,1723
3024,stadium football,371,407,325,33,1366,1765
3025,stadium football,371,325,33,405,1229,1765
3026,stadium football,370,325,209,397,1422,1723
3027,stadium football,397,33,370,209,1409,1723
3028,stadium football,397,405,370,407,1236,1765
3029,stadium football,209,371,370,407,1422,1765
3030,stadium football,371,370,33,325,1352,1765
3031,stadium football,370,33,407,325,1366,1765
3032,stadium football,33,397,371,325,1233,1723
3033,stadium football,370,371,33,407,1370,1765
3034,stadium football,325,405,33,397,1366,1765
3035,stadium football,33,397,405,370,1379,1765
3036,stadium football,407,33,397,371,1366,1723
3037,stadium football,209,371,325,397,1422,1765
3038,stadium football,370,209,397,407,1236,1723
3039,stadium football,371,209,370,325,1229,1765
3040,stadium football,370,371,397,325,1236,1723
3041,stadium football,325,397,371,33,1409,1765
3042,stadium football,33,397,325,370,1409,1723
3043,stadium football,397,209,370,325,1236,1723
3044,stadium football,405,33,371,370,1229,1723
3045,stadium football,33,325,405,397,1352,1723
3046,stadium football,371,370,397,33,1370,1723
3047,stadium football,405,33,397,370,1264,1765
3048,stadium football,371,407,405,370,1229,1723
3049,stadium football,407,325,397,370,1229,1765
3050,stadium football,325,397,407,209,1409,1765
3051,stadium football,370,33,325,371,1379,1723
3052,stadium football,209,325,33,407,1233,1765
3053,stadium football,371,397,407,405,1379,1723
3054,stadium football,397,33,407,405,1409,1765
3055,stadium football,371,325,209,397,1370,1765
3056,stadium football,370,33,371,325,1229,1765
3057,stadium football,325,397,405,407,1370,1723
3058,stadium football,371,407,370,209,1264,1723
3059,stadium football,405,407,209,397,1233,1765
3060,stadium football,371,33,209,397,1352,1723
3061,stadium football,397,209,407,371,1379,1723
3062,stadium football,397,370,209,371,1366,1765
3063,stadium football,209,33,407,371,1409,1765
3064,stadium football,370,209,405,325,1370,1765
3065,stadium football,325,370,371,405,1264,1723
3066,stadium football,397,371,33,325,1370,1765
3067,stadium football,209,407,397,405,1233,1723
3068,stadium football,209,33,371,370,1233,1723
3069,stadium football,325,405,397,407,1409,1765
3070,stadium football,370,33,209,325,1233,1765
3071,stadium football,325,370,371,405,1422,1765
3072,stadium football,405,325,371,370,1233,1723
3073,stadium football,33,325,407,371,1422,1765
3074,stadium football,33,405,397,370,1379,1723
3075,stadium football,407,370,33,209,1236,1723
3076,stadium football,370,407,371,325,1233,1723
3077,stadium football,405,407,209,325,1233,1723
3078,stadium football,371,370,209,407,1366,1723
3079,stadium football,397,405,407,370,1236,1765
3080,stadium football,370,209,33,325,1264,1723
3081,stadium football,397,407,405,209,1422,1765
3082,stadium football,407,325,405,397,1370,1765
3083,stadium football,325,405,371,370,1264,1723
3084,stadium football,405,325,407,370,1422,1723
3085,stadium football,407,325,405,371,1229,1723
3086,stadium football,209,33,370,397,1409,1765
3087,stadium football,209,325,405,371,1422,1765
3088,stadium football,397,209,407,370,1409,1765
3089,stadium football,33,405,397,325,1379,1723
3090,stadium football,33,371,209,370,1409,1723
3091,stadium football,371,209,33,405,1229,1723
3092,stadium football,397,33,325,209,1366,1765
3093,stadium football,33,209,325,370,1229,1765
3094,stadium football,33,405,370,371,1229,1765
3095,stadium football,209,325,370,405,1409,1723
3096,stadium football,33,407,325,370,1236,1723
3097,stadium football,209,325,370,397,1422,1723
3098,stadium football,33,405,397,370,1370,1723
3099,stadium football,209,405,33,325,1236,1765
3100,studio music,236,316,301,150,1415,1725
3101,studio music,90,424,140,271,1265,1725
3102,studio music,158,457,217,316,1376,1721
3103,studio music,457,252,316,317,1376,1721
3104,studio music,236,150,252,301,1268,1721
3105,studio music,150,301,271,158,1268,1725
3106,studio music,424,150,158,301,1416,1725
3107,studio music,181,424,457,150,1247,1725
3108,studio music,316,424,140,301,1247,1721
3109,studio music,317,150,158,236,1415,1725
3110,studio music,181,90,91,252,1415,1725
3111,studio music,317,181,91,236,1268,1721
3112,studio music,181,217,457,316,1404,1725
3113,studio music,90,217,91,181,1268,1721
3114,studio music,271,252,236,301,1404,1725
3115,studio music,457,150,91,217,1329,1725
3116,studio music,271,140,316,91,1260,1725
3117,studio music,317,271,252,316,1404,1725
3118,studio music,158,150,140,90,1265,1725
3119,studio music,252,424,150,236,1260,1721
3120,studio music,457,181,317,236,1415,1721
3121,studio music,140,271,316,236,1260,1721
3122,studio music,150,252,181,424,1268,1725
3123,studio music,317,158,236,252,1416,1721
3124,studio music,424,91,150,181,1264,1721
3125,studio music,316,301,140,317,1264,1721
3126,studio music,181,252,140,90,1242,1721
3127,studio music,457,158,317,90,1376,1725
3128,studio music,90,252,181,457,1415,1725
3129,studio music,271,90,424,217,1376,1725
3130,studio music,317,140,424,91,1376,1721
3131,studio music,457,424,316,91,1247,1721
3132,studio music,424,457,317,252,1416,1721
3133,studio music,140,158,301,317,1416,1725
3134,studio music,90,158,271,217,1329,1725
3135,studio music,158,457,316,424,1265,1725
3136,studio music,181,91,158,424,1265,1725
3137,studio music,150,271,181,158,1268,1721
3138,studio music,181,252,317,424,1376,1725
3139,studio music,181,140,317,91,1404,1721
3140,studio music,457,271,181,301,1242,1721
3141,studio music,217,301,252,91,1264,1721
3142,studio music,181,252,158,316,1415,1725
3143,studio music,140,316,236,271,1416,1725
3144,studio music,316,217,236,181,1404,1721
3145,studio music,271,140,316,91,1268,1725
3146,studio music,150,181,457,252,1329,1725
3147,studio music,90,140,158,91,1270,1721
3148,studio music,317,271,140,301,1242,1721
3149,studio music,424,236,271,217,1260,1721
3150,studio music,181,252,301,316,1416,1725
3151,studio music,236,150,252,91,1415,1721
3152,studio music,457,91,236,271,1376,1725
3153,studio music,424,301,457,181,1268,1721
3154,studio music,150,90,217,158,1415,1725
3155,studio music,271,317,140,150,1270,1721
3156,studio music,236,457,316,140,1376,1725
3157,studio music,90,217,91,271,1247,1721
3158,studio music,150,271,217,140,1247,1721
3159,studio music,90,457,158,217,1264,1721
3160,studio music,317,91,90,217,1404,1721
3161,studio music,424,317,140,236,1404,1725
3162,studio music,457,181,271,301,1329,1725
3163,studio music,217,150,301,317,1268,1721
3164,studio music,317,316,271,140,1267,1725
3165,studio music,317,424,457,217,1264,1721
3166,studio music,271,301,252,90,1247,1721
3167,studio music,236,301,317,217,1270,1725
3168,studio music,271,140,457,91,1267,1725
3169,studio music,301,457,140,217,1415,1721
3170,studio music,457,271,252,150,1267,1721
3171,studio music,217,252,301,271,1267,1721
3172,studio music,140,158,316,236,1247,1721
3173,studio music,236,140,252,150,1268,1721
3174,studio music,181,90,150,158,1267,1721
3175,studio music,140,150,181,217,1329,1721
3176,studio music,301,181,317,91,1329,1725
3177,studio music,301,316,252,90,1242,1721
3178,studio music,140,90,271,236,1260,1721
3179,studio music,252,217,90,140,1264,1721
3180,studio music,140,317,316,150,1268,1725
3181,studio music,236,301,457,317,1268,1721
3182,studio music,90,140,316,158,1404,1725
3183,studio music,317,457,90,140,1415,1725
3184,studio music,252,301,457,217,1415,1721
3185,studio music,317,236,424,301,1416,1721
3186,studio music,181,158,90,271,1376,1721
3187,studio music,317,91,140,236,1329,1725
3188,studio music,217,301,317,271,1415,1721
3189,studio music,316,236,457,90,1268,1725
3190,studio music,457,252,158,181,1267,1725
3191,studio music,236,424,457,271,1264,1725
3192,studio music,317,236,457,150,1247,1721
3193,studio music,91,90,140,271,1247,1725
3194,studio music,91,317,271,150,1270,1725
3195,studio music,150,271,90,140,1264,1721
3196,studio music,140,236,424,271,1265,1721
3197,studio music,158,424,301,90,1329,1721
3198,studio music,252,90,217,271,1260,1721
3199,studio music,140,317,424,316,1247,1725
3200,Supermarket,163,15,198,24,1422,1763
3201,Supermarket,150,91,181,420,1420,1769
3202,Supermarket,163,312,198,276,1404,1752
3203,Supermarket,198,106,386,409,1361,1763
3204,Supermarket,376,109,420,106,1422,1729
3205,Supermarket,241,190,102,163,1420,1763
3206,Supermarket,312,15,150,102,1422,1763
3207,Supermarket,143,190,371,91,1379,1769
3208,Supermarket,91,312,109,409,1387,1752
3209,Supermarket,181,24,106,215,1336,1729
3210,Supermarket,143,198,275,88,1416,1769
3211,Supermarket,15,181,198,150,1387,1763
3212,Supermarket,181,90,394,376,1361,1752
3213,Supermarket,143,215,91,190,1281,1752
3214,Supermarket,143,198,24,15,1387,1752
3215,Supermarket,150,394,420,241,1422,1752
3216,Supermarket,88,472,165,312,1422,1769
3217,Supermarket,91,376,15,485,1281,1752
3218,Supermarket,181,24,91,106,1287,1729
3219,Supermarket,215,409,24,91,1387,1729
3220,Supermarket,181,88,371,165,1361,1769
3221,Supermarket,371,15,394,420,1422,1752
3222,Supermarket,106,2,276,394,1420,1729
3223,Supermarket,190,102,276,90,1416,1763
3224,Supermarket,24,15,198,386,1404,1763
3225,Supermarket,409,312,472,376,1420,1763
3226,Supermarket,90,276,181,241,1404,1752
3227,Supermarket,2,190,181,473,1336,1763
3228,Supermarket,163,91,165,371,1404,1729
3229,Supermarket,90,150,485,420,1287,1769
3230,Supermarket,376,90,378,198,1376,1729
3231,Supermarket,24,473,371,15,1422,1763
3232,Supermarket,165,198,190,24,1376,1729
3233,Supermarket,312,376,371,2,1404,1763
3234,Supermarket,378,2,15,386,1287,1752
3235,Supermarket,485,198,150,181,1281,1752
3236,Supermarket,485,88,376,24,1361,1752
3237,Supermarket,241,409,102,420,1422,1769
3238,Supermarket,472,198,473,241,1422,1769
3239,Supermarket,109,376,198,24,1281,1763
3240,Supermarket,409,215,165,163,1336,1729
3241,Supermarket,386,390,2,378,1387,1752
3242,Supermarket,376,165,378,143,1376,1752
3243,Supermarket,91,312,24,275,1404,1763
3244,Supermarket,420,472,275,386,1416,1769
3245,Supermarket,165,275,150,420,1404,1752
3246,Supermarket,102,15,371,241,1361,1752
3247,Supermarket,143,409,24,88,1376,1752
3248,Supermarket,88,376,165,102,1422,1729
3249,Supermarket,390,143,276,275,1287,1729
3250,Supermarket,91,376,275,276,1361,1769
3251,Supermarket,106,420,394,163,1376,1752
3252,Supermarket,378,106,215,15,1422,1752
3253,Supermarket,473,2,485,150,1376,1729
3254,Supermarket,165,312,485,276,1422,1752
3255,Supermarket,163,143,198,102,1287,1769
3256,Supermarket,181,420,473,88,1420,1763
3257,Supermarket,390,24,312,472,1404,1729
3258,Supermarket,394,473,378,2,1422,1769
3259,Supermarket,312,386,215,275,1287,1729
3260,Supermarket,420,143,371,109,1420,1763
3261,Supermarket,472,390,163,485,1422,1752
3262,Supermarket,150,91,390,102,1404,1763
3263,Supermarket,371,15,376,109,1420,1769
3264,Supermarket,378,473,24,143,1420,1763
3265,Supermarket,378,390,88,472,1416,1752
3266,Supermarket,386,91,394,485,1387,1769
3267,Supermarket,143,276,90,473,1420,1729
3268,Supermarket,181,409,276,2,1404,1769
3269,Supermarket,88,275,409,163,1422,1769
3270,Supermarket,390,215,90,275,1379,1752
3271,Supermarket,143,376,390,312,1287,1769
3272,Supermarket,485,371,2,165,1404,1769
3273,Supermarket,275,198,215,420,1422,1763
3274,Supermarket,386,15,275,90,1404,1763
3275,Supermarket,394,24,91,2,1281,1729
3276,Supermarket,190,106,485,90,1336,1752
3277,Supermarket,276,150,409,190,1376,1769
3278,Supermarket,198,90,409,143,1379,1752
3279,Supermarket,163,24,485,472,1287,1763
3280,Supermarket,276,275,181,215,1422,1769
3281,Supermarket,386,198,15,473,1416,1769
3282,Supermarket,371,215,485,276,1379,1729
3283,Supermarket,91,165,378,163,1336,1729
3284,Supermarket,190,420,312,109,1281,1752
3285,Supermarket,485,215,386,473,1336,1769
3286,Supermarket,165,190,88,241,1379,1752
3287,Supermarket,102,485,276,378,1416,1763
3288,Supermarket,163,376,275,2,1416,1729
3289,Supermarket,241,275,90,88,1376,1769
3290,Supermarket,371,163,150,24,1379,1729
3291,Supermarket,106,371,88,378,1416,1729
3292,Supermarket,371,312,386,378,1336,1729
3293,Supermarket,106,150,102,215,1416,1769
3294,Supermarket,190,371,106,163,1404,1752
3295,Supermarket,109,181,106,2,1379,1752
3296,Supermarket,24,420,312,181,1422,1729
3297,Supermarket,409,371,312,181,1420,1729
3298,Supermarket,15,88,420,394,1379,1752
3299,Supermarket,394,472,150,378,1404,1763
3300,trainstation,223,90,13,485,1381,1769
3301,trainstation,172,434,397,15,1369,1769
3302,trainstation,1121,394,15,348,1376,1755
3303,trainstation,434,172,394,6,1369,1769
3304,trainstation,394,348,448,223,1387,1769
3305,trainstation,397,33,376,461,1361,1755
3306,trainstation,35,172,434,100,1387,1755
3307,trainstation,15,332,397,448,1420,1755
3308,trainstation,100,376,485,15,1336,1769
3309,trainstation,172,461,90,485,1381,1755
3310,trainstation,397,449,223,434,1409,1769
3311,trainstation,13,348,394,332,1409,1769
3312,trainstation,448,472,485,90,1381,1755
3313,trainstation,332,1121,90,33,1415,1755
